Year,Make,Model,Location,Price,Mileage,URL
2014,Porsche,"['911', 'Carrera', 'Coupe', '2D']","San Rafael, CA",67999,44K miles,/marketplace/item/856427082504728/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Porsche,"['911', 'Turbo', 'S', 'Coupe', '2D']","Palo Alto, CA",156000,17K miles,/marketplace/item/833598151858048/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Porsche,"['taycan', 'Turbo', 'S']","Campbell, CA",139998,14K miles,/marketplace/item/281287404903816/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Porsche,"['718', 'Boxster']","San Bruno, CA",49991,54K miles,/marketplace/item/843193737309257/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,Porsche,['boxster'],"San Francisco, CA",58000,17K miles,/marketplace/item/827497905718317/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Porsche,"['718', 'cayman', 'Coupe', '2D']","Cupertino, CA",66988,13K miles,/marketplace/item/894648125456029/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Porsche,['Macan'],"Fairfield, CA",38000,60K miles,/marketplace/item/1415540595701721/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Porsche,"['911', 's', 'carrera', 's', 'cabriolet', 'convertible']","Dublin, CA",58990,65K miles · Dealership,/marketplace/item/1072693383774854/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Porsche,['cayman'],"San Francisco, CA",70000,8.1K miles,/marketplace/item/640298501550411/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Porsche,"['911', 'Carrera', 'S', 'Cabriolet', '2D']","San Jose, CA",86000,23K miles,/marketplace/item/297877166529703/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Porsche,"['taycan', 'turbo', 's', 'warranty', '1owner', '2021', '2022', 'Turbo', 's']","San Jose, CA",138000,11K miles,/marketplace/item/1428846307897106/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Nissan,"['leaf', 'SV', 'Hatchback', '4D']","Fremont, CA",2999,70K miles,/marketplace/item/3573438272906046/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Nissan,"['leaf', 'SL', 'Hatchback', '4D']","San Francisco, CA",3500,83K miles,/marketplace/item/865332441957953/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Nissan,['leaf'],"Brentwood, CA",1900,52K miles,/marketplace/item/741574257299004/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Nissan,"['leaf', 'S', 'Hatchback', '4D']","Berkeley, CA",6200,83K miles,/marketplace/item/1360870877917820/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Nissan,"['leaf', 'SL', 'Hatchback', '4D']","San Mateo, CA",2970,67K miles,/marketplace/item/1075043466841948/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Nissan,"['leaf', 'SL', 'Hatchback', '4D']","Fremont, CA",2700,87K miles,/marketplace/item/255163477338708/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Nissan,"['leaf', 'S']","El Cerrito, CA",7250,60K miles,/marketplace/item/6852985634799599/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Nissan,"['leaf', 'svplus', '226', 'mile', 'range', 'SV', 'Plus']","Tracy, CA",13500,97K miles,/marketplace/item/719567560272893/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Nissan,"['leaf', 'SL', 'Hatchback', '4D']","Orinda, CA",4900,53K miles,/marketplace/item/7468407599836019/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Nissan,"['leaf', 'SL', 'Hatchback', '4D']","San Jose, CA",4300,62K miles,/marketplace/item/1041868563772231/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Nissan,"['leaf', 'S', 'Hatchback', '4D']","San Leandro, CA",6495,52K miles,/marketplace/item/1576021593164671/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Nissan,"['leaf', 'SV', 'Hatchback', '4D']","San Jose, CA",14500,35K miles,/marketplace/item/898517565334430/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Nissan,['leaf'],"Daly City, CA",15900,18K miles,/marketplace/item/884871736634177/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Nissan,"['leaf', 'SV', 'Hatchback', '4D']","Atherton, CA",2500,110K miles,/marketplace/item/1527361248084659/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,Nissan,"['versa', 'note', 'SV', 'Hatchback', '4D']","Daly City, CA",1111,12K miles,/marketplace/item/3196003964025407/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Nissan,"['leaf', 'SL', 'Hatchback', '4D']","Fremont, CA",3786,96K miles,/marketplace/item/336823302670585/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Nissan,['leaf'],"Daly City, CA",14700,15K miles,/marketplace/item/345632788394746/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Nissan,['leaf'],"Livermore, CA",6500,35K miles,/marketplace/item/1021114722451341/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,Nissan,"['leaf', 'SV', 'Hatchback', '4D']","Fremont, CA",6999,76K miles,/marketplace/item/1434630047127349/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,Nissan,"['leaf', 'S-24', 'Hatchback', '4D']","Lafayette, CA",8995,64K miles,/marketplace/item/308888041471463/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Nissan,"['leaf', 'SV', 'Hatchback', '4D']","Santa Clara, CA",15000,36K miles,/marketplace/item/256369340820462/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Nissan,"['leaf', 'SV']","San Ramon, CA",14990,40K miles,/marketplace/item/639133121661935/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Nissan,"['leaf', 's']","San Jose, CA",21499,13K miles,/marketplace/item/960841885203515/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Nissan,['leaf'],"San Mateo, CA",6888,53K miles,/marketplace/item/1682024478997707/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Mercedes-Benz,"San Carlos, CA",135000,17K miles,/marketplace/item/704179831425167/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,
2010,Mercedes-Benz,"San Mateo, CA",7900,119K miles,/marketplace/item/825519039788620/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['e-class', 'E', '350', 'Sedan', '4D']"
2015,Mercedes-Benz,"San Francisco, CA",12000,75K miles,/marketplace/item/928511995335499/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['c-class', 'C', '250', 'Coupe', '2D']"
2017,Mercedes-Benz,"Martinez, CA",14500,104K miles,/marketplace/item/7006398489452552/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['CLA', '250', 'Coupe', '4D']"
2011,Mercedes-Benz,"Castro Valley, CA",19740,17K miles,/marketplace/item/1991657681215485/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,['e-class']
2015,Mercedes-Benz,"San Francisco, CA",9000,196K miles,/marketplace/item/346837371572799/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['e-class', 'E', '400', 'Sedan', '4D']"
2014,Mercedes-Benz,"Moraga, CA",7500,145K miles,/marketplace/item/1911807092547579/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['c-class', 'C', '250', 'Sport', 'Sedan', '4D']"
2020,Mercedes-Benz,"San Ramon, CA",33000,36K miles,/marketplace/item/1121155485728908/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['e-class', 'E', '350', 'Sedan', '4D']"
2014,Mercedes-Benz,"San Jose, CA",7800,88K miles,/marketplace/item/885184713399872/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['c-class', 'C', '250', 'Luxury', 'Sedan', '4D']"
2016,Mercedes-Benz,"San Bruno, CA",9200,93K miles,/marketplace/item/284553997668566/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['c-class', 'C', '300', '4MATIC', 'Sedan', '4D']"
2015,Mercedes-Benz,"San Jose, CA",13995,104K miles,/marketplace/item/775095367806337/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['c-class', 'C', '300', 'Sedan', '4D']"
2013,Mercedes-Benz,"South San Francisco, CA",9000,87K miles,/marketplace/item/394101829658472/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['c-class', 'C', '250', 'Sport', 'Sedan', '4D']"
2021,Mercedes-Benz,"Larkspur, CA",48000,42K miles,/marketplace/item/341343212154625/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['GLE', '350', '4MATIC', 'Sport', 'Utility', '4D']"
2012,Mercedes-Benz,"South San Francisco, CA",12500,152K miles,/marketplace/item/753402933386560/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['gl-class', 'GL', '450', '4MATIC', 'Sport', 'Utility', '4D']"
2012,Mercedes-Benz,"Richmond, CA",8600,152K miles,/marketplace/item/2379414255601401/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['e-class', 'Sport']"
2017,Mercedes-Benz,"San Francisco, CA",15750,96K miles,/marketplace/item/856599549593719/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['c-class', 'C', '300', 'Sedan', '4D']"
2010,Mercedes-Benz,"Dublin, CA",9499,98K miles,/marketplace/item/7960856523975239/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['e-class', 'E', '350', 'Sedan', '4D']"
2017,Mercedes-Benz,"San Jose, CA",16500,100K miles,/marketplace/item/756756606466143/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['GLA', '250', '4MATIC', 'Sport', 'Utility', '4D']"
2013,Mercedes-Benz,"San Rafael, CA",7895,133K miles,/marketplace/item/369617735555220/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['e-class', 'E', '350', '4MATIC', 'Sedan', '4D']"
2010,Mercedes-Benz,"Fremont, CA",8999,,/marketplace/item/1337336010320360/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['e', 'class', 'e350']"
2011,Mercedes-Benz,"San Leandro, CA",21900,134K miles,/marketplace/item/774828454514035/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['s-class', 'S', '63', 'AMG', 'Sedan', '4D']"
2013,Mercedes-Benz,"San Francisco, CA",10000,99K miles,/marketplace/item/735663628626973/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['c-class', 'C', '250', 'Luxury', 'Sedan', '4D']"
2013,Mercedes-Benz,"Concord, CA",8500,124K miles,/marketplace/item/680849084212442/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['c-class', 'C', '250', 'Coupe', '2D']"
2014,Mercedes-Benz,"San Jose, CA",10500,80K miles,/marketplace/item/881582133751354/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,"['c-class', 'C', '250', 'Sport', 'Sedan', '4D']"
2014,BMW,"['i3', 'Hatchback', '4D']","Berkeley, CA",8500,64K miles,/marketplace/item/1502976620268705/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,BMW,"['x1', 'xDrive28i', 'Sport', 'Utility', '4D']","Tracy, CA",8900,117K miles,/marketplace/item/915054533585357/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,BMW,"['3', 'series', '330i', 'Sedan', '4D']","San Francisco, CA",25500,46K miles,/marketplace/item/845195300434670/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,BMW,['x1'],"Modesto, CA",10499,97K miles · Dealership,/marketplace/item/373684242087307/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,BMW,"['x1', 'xDrive28i', 'Sport', 'Utility', '4D']","Tracy, CA",8900,117K miles,/marketplace/item/409362744958479/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,BMW,['i8'],"San Jose, CA",66000,42K miles,/marketplace/item/743032830686700/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,BMW,"['7', 'series', '740i', 'Sedan', '4D']","Pittsburg, CA",11500,112K miles,/marketplace/item/876834260526782/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,BMW,"['3', 'series', 'M340i', 'Sedan', '4D']","San Francisco, CA",44000,32K miles,/marketplace/item/1097994237803633/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,BMW,"['3', 'series', '328i', 'xDrive', 'Sedan', '4D']","Antioch, CA",10999,83K miles,/marketplace/item/637128888450798/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,BMW,"['m4', 'Convertible', '2D']","Danville, CA",37900,69K miles,/marketplace/item/1509706369807704/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,BMW,"['m5', 'Sedan', '4D']","Brentwood, CA",84500,18K miles,/marketplace/item/1150852352956999/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,BMW,"['series', '3']","Fremont, CA",18995,101K miles · Dealership,/marketplace/item/404189198674101/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,BMW,"['3', 'series', '328i', 'Sedan', '4D']","Fremont, CA",13995,122K miles,/marketplace/item/238252945991584/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,BMW,"['series', '3']","Menlo Park, CA",38500,14K miles,/marketplace/item/644454257805247/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,BMW,"['5', 'series']","Santa Clara, CA",18888,63K miles,/marketplace/item/403341035592820/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,BMW,"['3', 'series', '328i', 'Gran', 'Turismo', 'xDrive', 'Sedan', '4D']","Stockton, CA",11500,134K miles,/marketplace/item/6647006985404038/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,BMW,,"Napa, CA",24999,48K miles,/marketplace/item/259110430216537/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,BMW,"['x4', 'xdrive30i']","San Jose, CA",36995,,/marketplace/item/1537308687105385/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,BMW,"['4', 'series', '430i', 'Gran', 'Coupe', 'Sedan', '4D']","Hayward, CA",19781,58K miles,/marketplace/item/109741885558538/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,BMW,['x4'],"Hayward, CA",22991,96K miles,/marketplace/item/335995059412333/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Audi,['e-tron'],"Daly City, CA",34600,28K miles,/marketplace/item/3581480662169140/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Audi,"['rs', 'e-tron', 'gt', 'Sedan', '4D']","Fremont, CA",115944,1.7K miles,/marketplace/item/2130431770633956/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Audi,['e-tron'],"Daly City, CA",39400,,/marketplace/item/1395246108077070/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Audi,"['a3', 'sportback', 'e-tron', 'Premium', 'Plus', 'Wagon', '4D']","Stockton, CA",15000,93K miles,/marketplace/item/328154593346167/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Audi,"['rs', 'e-tron', 'gt', 'awd']","Fremont, CA",124333,1.7K miles,/marketplace/item/1501699833734950/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Audi,"['e-tron', 'gt', 'Prestige', 'Sedan', '4D']","Campbell, CA",98300,1.8K miles,/marketplace/item/388511560372403/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Audi,"['e-tron', 'Premium', 'Sport', 'Utility', '4D']","San Jose, CA",45000,17K miles,/marketplace/item/327853683307006/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Audi,"['e-tron', 'sportback', 'Premium', 'Plus', 'Sport', 'Utility', '4D']","Milpitas, CA",39999,12K miles,/marketplace/item/899568381807691/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Audi,"['e-tron', 'sportback']","Daly City, CA",44500,,/marketplace/item/407659638250926/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Audi,"['rs', 'q8', 'Sport', 'Utility', '4D']","Dublin, CA",91000,27K miles,/marketplace/item/402922498968185/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Audi,"['e-tron', 's', 'sportback', 'Prestige', 'Sport', 'Utility', '4D']","Tracy, CA",83000,7K miles,/marketplace/item/110254445512877/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Audi,"['used', '2022', 'audi', 'rs', 'e-tron', 'gt', 'awd']","Milpitas, CA",124211,1.7K miles,/marketplace/item/386538130471854/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Audi,"['a5', 'RS', '5']","Hayward, CA",51000,40K miles,/marketplace/item/1289021328412806/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Audi,"['sq7', 'Prestige', 'Sport', 'Utility', '4D']","San Rafael, CA",58988,46K miles,/marketplace/item/236262412828007/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018,Audi,"['a5', 'Premium', 'Plus', 'Coupe', '2D']","Daly City, CA",19000,71K miles,/marketplace/item/320749963797961/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Audi,"['q5', '45', 'TFSI', 'S', 'line', 'Premium', 'Plus', 'Sport', 'Utility', '4D']","Fremont, CA",68864,300 miles,/marketplace/item/1497690620998512/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020,Audi,"['q8', '55', 'TFSI', 'Prestige', 'Sport', 'Utility', '4D']","Stockton, CA",49950,59K miles,/marketplace/item/313651307722329/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021,Audi,['q5e'],"Mountain View, CA",44000,18K miles,/marketplace/item/595721939310295/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Audi,"['r8', 'v10', 'quattro', 'coupe']","Morgan Hill, CA",139995,11K miles,/marketplace/item/1504088093735889/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Audi,"['r8', 'V10', 'Coupe', '2D']","Walnut Creek, CA",129950,43K miles,/marketplace/item/667993305493426/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Mercedes-Benz,"['c-class', 'C', '250', 'Coupe', '2D']","San Francisco, CA",12000,75K miles,/marketplace/item/928511995335499/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,"['CLA', '250', 'Coupe', '4D']","Martinez, CA",14500,104K miles,/marketplace/item/7006398489452552/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Mercedes-Benz,"['e-class', 'E', '400', 'Sedan', '4D']","San Francisco, CA",9000,196K miles,/marketplace/item/346837371572799/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,Mercedes-Benz,"['c-class', 'C', '250', 'Sport', 'Sedan', '4D']","Moraga, CA",7500,145K miles,/marketplace/item/1911807092547579/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Mercedes-Benz,['e-class'],"Castro Valley, CA",19740,17K miles,/marketplace/item/1991657681215485/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,Mercedes-Benz,"['c-class', 'C', '250', 'Luxury', 'Sedan', '4D']","San Jose, CA",7800,88K miles,/marketplace/item/885184713399872/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010,Mercedes-Benz,"['e-class', 'E', '350', 'Sedan', '4D']","San Mateo, CA",7900,119K miles,/marketplace/item/825519039788620/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Mercedes-Benz,"['c-class', 'C', '300', 'Sport', 'Sedan', '4D']","Sunnyvale, CA",7000,162K miles,/marketplace/item/185654554604869/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,Mercedes-Benz,"['c-class', 'C', '300', '4MATIC', 'Sedan', '4D']","San Bruno, CA",9200,93K miles,/marketplace/item/284553997668566/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Mercedes-Benz,"['c-class', 'C', '300', 'Sedan', '4D']","San Jose, CA",13995,104K miles,/marketplace/item/775095367806337/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['c-class', 'C', '250', 'Sport', 'Sedan', '4D']","South San Francisco, CA",9000,87K miles,/marketplace/item/394101829658472/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Mercedes-Benz,"['gl-class', 'GL', '450', '4MATIC', 'Sport', 'Utility', '4D']","South San Francisco, CA",12500,152K miles,/marketplace/item/753402933386560/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,"['c-class', 'C', '300', 'Sedan', '4D']","San Francisco, CA",15750,96K miles,/marketplace/item/856599549593719/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Mercedes-Benz,"['e-class', 'Sport']","Richmond, CA",8600,152K miles,/marketplace/item/2379414255601401/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,"['GLA', '250', '4MATIC', 'Sport', 'Utility', '4D']","San Jose, CA",16500,100K miles,/marketplace/item/756756606466143/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010,Mercedes-Benz,"['e-class', 'E', '350', 'Sedan', '4D']","Dublin, CA",9499,98K miles,/marketplace/item/7960856523975239/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['e-class', 'E', '350', '4MATIC', 'Sedan', '4D']","San Rafael, CA",7895,133K miles,/marketplace/item/369617735555220/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010,Mercedes-Benz,"['e', 'class', 'e350']","Fremont, CA",8999,,/marketplace/item/1337336010320360/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019,Mercedes-Benz,"['c-class', 'C', '300', 'Sedan', '4D']","South San Francisco, CA",20000,86K miles,/marketplace/item/278559414973141/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['glk-class', 'GLK', '350', '4MATIC', 'Sport', 'Utility', '4D']","Pleasanton, CA",10300,89K miles,/marketplace/item/223584947487196/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['c-class', 'C', '250', 'Luxury', 'Sedan', '4D']","San Francisco, CA",10000,99K miles,/marketplace/item/735663628626973/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014,Mercedes-Benz,"['c-class', 'C', '250', 'Sport', 'Sedan', '4D']","San Jose, CA",10500,80K miles,/marketplace/item/881582133751354/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['c-class', 'C', '250', 'Coupe', '2D']","Concord, CA",8500,124K miles,/marketplace/item/680849084212442/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Mercedes-Benz,"['s-class', 'S', '63', 'AMG', 'Sedan', '4D']","San Leandro, CA",21900,134K miles,/marketplace/item/774828454514035/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Lexus,"['CT', '200H', 'Hatchback', '4D', 'Clean', 'Title']","San Francisco, CA",9900,180K miles,/marketplace/item/1067369107750231/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Lexus,"['RX', '450h', 'Sport', 'Utility', '4D']","Richmond, CA",11900,144K miles,/marketplace/item/343966791720690/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Lexus,"['rz', '450e', 'Premium', 'Sport', 'Utility', '4D']","Pleasanton, CA",59930,306 miles · Dealership,/marketplace/item/291731843633364/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Lexus,"['HS', '250h', 'Premium', 'Sedan', '4D']","San Francisco, CA",10250,144K miles,/marketplace/item/1247102895971209/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Lexus,"['GS', '350', 'Sedan', '4D']","Santa Rosa, CA",17000,138K miles,/marketplace/item/320657994249594/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Lexus,"['rz', '450e', 'Luxury', 'Sport', 'Utility', '4D']","Daly City, CA",51000,300 miles,/marketplace/item/1646733705851371/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2023,Lexus,"['rz', '450e', 'Premium', 'Sport', 'Utility', '4D']","Daly City, CA",55500,300 miles,/marketplace/item/2072001099798491/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012,Lexus,"['RX', '450h', 'Sport', 'Utility', '4D']","Richmond, CA",12900,144K miles,/marketplace/item/1289640405067008/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Lexus,"['ls460', 'f', 'sport']","San Leandro, CA",18995,134K miles,/marketplace/item/3655822397988080/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2022,Lexus,"['nx', '450h+', 'F', 'SPORT', 'Handling', 'Sport', 'Utility', '4D']","Martinez, CA",59000,18K miles,/marketplace/item/738016518216273/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,Lexus,['rc'],"Novato, CA",23995,81K miles,/marketplace/item/872341361027713/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016,Lexus,['nx'],"Stockton, CA",21475,83K miles,/marketplace/item/204820002670532/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Lexus,['rx'],"San Jose, CA",23995,72K miles · Dealership,/marketplace/item/1499546530617570/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Mercedes-Benz,"['glk-class', 'GLK', '350', 'Sport', 'Utility', '4D']","Union City, CA",6900,107K miles,/marketplace/item/336016339261697/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,"['b-class', 'B', '250e', 'Hatchback', '4D']","Santa Clara, CA",12000,55K miles,/marketplace/item/370051032438237/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015,Mercedes-Benz,"['c-class', 'C', '250', 'Coupe', '2D']","San Francisco, CA",12000,75K miles,/marketplace/item/928511995335499/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013,Mercedes-Benz,"['glk-class', 'GLK', '350', '4MATIC', 'Sport', 'Utility', '4D']","Pleasanton, CA",10300,89K miles,/marketplace/item/223584947487196/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,"['CLA', '250', 'Coupe', '4D']","Martinez, CA",14500,104K miles,/marketplace/item/7006398489452552/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011,Mercedes-Benz,['e-class'],"Castro Valley, CA",19740,17K miles,/marketplace/item/1991657681215485/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017,Mercedes-Benz,"['GLA', '250', '4MATIC', 'Sport', 'Utility', '4D']","San Jose, CA",16500,100K miles,/marketplace/item/756756606466143/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
